final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence,car_5d,car_30d,bhar_5d,bhar_30d,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,permno,matched_ticker,permno_match,has_crsp_data,firm_size_log,leverage,roa,op_margin,prior_breaches_total,prior_breaches_1yr,disclosure_delay_days,delay_invalid,delay_recoded,immediate_disclosure,health_breach,executive_change_30d,executive_change_90d,executive_change_180d,days_to_first_item_5_02,bdt,rdt,e2_pre_sd,e2_post_sd,e2_vol_change,e2_anchor_year,e2_n_pre,e2_n_post,e2_anchor_found,sich,sic2,prior_records_oldstyle,delay_w,prior_events,size_q,year,garch_dv
1283699,2023-02-24,T-Mobile,T-Mobile,1,HACK,False,1,False,"The Indiana Office of the Attorney General reported that T-Mobile experienced a data breach on February 24, 2023, affecting a total of 836 individuals, of which 7 were residents of Indiana. The report was made on April 28, 2023.",2023-04-28 00:00:00,2023-02-24 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-2.9098,2.4228,-2.8872,2.4686,20.0492,17.9822,1173905.38,1383016.42,-2.067,91937.0,TMUS,window,1,12.2612,0.6704,0.0123,0.3366,32,3,63.0,0,0,0.0,0,1,1,1,14.0,2023-02-24,2023-04-28,0.846341,1.79418,0.9478390000000001,2023.0,21,21,True,4812.0,48,52,63.0,32.0,Q4 (largest),2023,-0.014758262155115887
1283699,2023-04-28,T-Mobile USA,T-Mobile USA,1,HACK,False,17,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported on April 28, 2023, that T-Mobile USA experienced a data breach affecting 17 residents. The breach involved electronic records, specifically Social Security Numbers (SSN) and Drivers Licenses.",2023-04-28 00:00:00,2023-04-28 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-4.4127,-18.131,-4.4106,-17.8027,14.675,23.9287,1255696.62,2224693.46,9.2537,91937.0,TMUS,window,1,12.2612,0.6704,0.0123,0.3366,33,3,0.0,0,0,1.0,0,0,1,1,54.0,2023-04-28,2023-04-28,0.846341,1.79418,0.9478390000000001,2023.0,21,21,True,4812.0,48,53,0.0,33.0,Q4 (largest),2023,-0.014758262155115887
1326160,2014-03-24,Duke Energy Corporation,Duke Energy Corporation,1,HACK,False,30,False,"The Indiana Office of the Attorney General reported a data breach involving Duke Energy Corporation on April 10, 2014. The breach occurred on March 24, 2014, affecting a total of 30 individuals, including 1 resident.",2014-04-10 00:00:00,2014-03-24 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (DUK 2006 holdco; 30371 is Carolinas utility sub),,0,,2.8898,6.036,2.9268,6.1662,11.088,12.1699,804564.19,868353.01,1.0819,27959.0,DUK,window,1,11.6508,0.6392,0.0232,0.3644,0,0,17.0,0,0,0.0,0,0,1,1,43.0,2014-03-24,2014-04-10,0.850974,0.881168,0.030193999999999943,2014.0,21,21,True,4931.0,49,0,17.0,0.0,Q4 (largest),2014,-0.005352546010357395
1326160,2017-11-10,Duke Energy,Duke Energy,1,HACK,False,90990,False,"The Indiana Attorney General's Office reported a data breach involving Duke Energy. Specific details regarding the breach date, total number of affected individuals, and residents affected are unknown.",2017-11-10 00:00:00,2017-11-10 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (DUK 2006 holdco; 30371 is Carolinas utility sub),,0,,-0.3214,-9.7801,-0.3398,-9.73,9.2636,9.1527,460161.86,706379.16,-0.1109,27959.0,DUK,window,1,11.7963,0.6909,0.0162,0.3962,1,0,0.0,0,0,1.0,0,0,1,1,34.0,2017-11-10,2017-11-10,0.500346,0.560482,0.06013600000000008,2017.0,21,21,True,4931.0,49,1,0.0,1.0,Q4 (largest),2017,0.008093033755056545
1326160,2021-05-28,Duke Energy Corporation,Duke Energy Corporation,1,HACK,False,1,False,"The Indiana Office of the Attorney General reported a data breach involving Duke Energy Corporation on August 6, 2021. The breach occurred on May 28, 2021, affecting a total of 58 individuals, including 17 residents.",2021-08-06 00:00:00,2021-05-28 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (DUK 2006 holdco; 30371 is Carolinas utility sub),,0,,0.9158,-1.5499,0.926,-1.6719,18.0919,16.2797,1232385.49,922802.32,-1.8122,27959.0,DUK,window,1,11.9977,0.6971,0.0085,0.4338,2,0,70.0,0,0,0.0,0,0,0,1,122.0,2021-05-28,2021-08-06,0.717687,1.021694,0.30400700000000014,2021.0,21,21,True,4931.0,49,2,70.0,2.0,Q4 (largest),2021,-0.01811579197439106
1341439,2013-07-10,Oracle Corporation,Oracle Corporation,2,DISC,False,472,True,"The California Office of the Attorney General reported a data breach involving Fidelity Investments on July 31, 2013. The breach occurred on July 10, 2013, when an unauthorized individual accessed a report that included personal information of Oracle Corporation employees, such as names and Social Security numbers. The total number of individuals affected is unknown.",2013-07-31 00:00:00,2013-07-10 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Compensation"""",""""Information related to the administration of the 401(k) savings and investment plan""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (ORCL 2005 holdco),,0,,0.5545,2.7034,0.5073,2.6355,35.652,14.821,26511321.74,29201508.32,-20.831,10104.0,ORCL,window,1,11.3122,0.4482,0.1335,0.4646,0,0,21.0,0,0,0.0,0,0,0,0,,2013-07-10,2013-07-31,1.190734,1.072648,-0.11808599999999991,2013.0,21,21,True,7372.0,73,0,21.0,0.0,Q3,2013,2.4424906541753444e-15
1373715,2024-05-14,ServiceNow Inc.,ServiceNow Inc.,1,HACK,False,105,False,"Critical vulnerabilities CVE-2024-4879, CVE-2024-5178, CVE-2024-5217 in Vancouver and Washington DC releases actively exploited. Authentication bypass and arbitrary data access vulnerabilities allowing unauthenticated remote code execution and data theft from 105+ organizations.",2024-05-14 00:00:00,2024-08-19 00:00:00,"Email addresses, hashed passwords, sensitive organizational data",BSO,VERIFIED,EDGAR name: SERVICE-NOW.COM,,0,,4.4702,3.3791,4.4985,2.205,30.9462,52.1985,529106.67,1140622.53,21.2523,13447.0,NOW,window,1,9.7635,0.5613,0.0996,0.1401,0,0,0.0,0,0,1.0,0,0,1,1,71.0,2024-05-14,2024-05-14,2.078659,3.310901,1.2322419999999998,2024.0,21,21,True,7372.0,73,0,0.0,0.0,Q2,2024,-5.277911441226024e-11
1428439,2023-12-01,Roku Inc.,Roku Inc.,1,HACK,False,15363,False,"The Maine Office of the Attorney General reported a data breach involving Roku Inc. on March 8, 2024. The breach, occurring between December 28, 2023, and February 21, 2024, involved unauthorized individuals accessing approximately 15,363 user accounts using credentials believed to have been obtained from third-party sources. Detailed types of information compromised are not specified, but sensitive personal information such as social security numbers was not accessed.",2024-03-08 00:00:00,2024-02-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Usernames"""",""""Passwords"""",""""Sign-in email addresses""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (ROKU),,0,,-1.8063,-24.342,-1.8932,-23.2779,102.6942,42.4223,7822748.0,1741386.04,-60.2719,16932.0,ROKU,window,1,8.3922,0.4002,-0.1129,-0.142,0,0,98.0,0,0,0.0,0,0,0,0,,2023-12-01,2024-03-08,6.842332,1.807225,-5.035107,2024.0,21,21,True,4841.0,48,0,98.0,0.0,Q1 (smallest),2024,-0.6225779830319715
1428439,2023-12-28,Roku Inc,"Roku Inc | Roku, Inc.",2,HACK,False,591000,True,"The California Office of the Attorney General reported a data breach involving Roku, Inc. on March 8, 2024. The breach likely occurred between December 28, 2023, and February 21, 2024, involving unauthorized access to user accounts through compromised login information obtained from third-party sources. The number of individuals affected remains unknown, and no sensitive personal information was reported as compromised.",2023-12-28 00:00:00,2024-02-21 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Usernames"""",""""Email addresses"""",""""Passwords""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (ROKU),,0,,-3.0759,1.7386,-3.0859,0.7171,48.8134,38.467,2952593.24,988812.82,-10.3464,16932.0,ROKU,window,1,8.3922,0.4002,-0.1129,-0.142,1,1,0.0,0,0,1.0,0,0,0,1,162.0,2023-12-28,2023-12-28,3.180291,2.708811,-0.4714800000000001,2023.0,21,21,True,4841.0,48,1,0.0,1.0,Q1 (smallest),2023,-0.018737023867678282
1428439,2024-02-29,"Roku, Inc.","Roku, Inc.",1,HACK,False,9,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported on February 29, 2024, that Roku, Inc. experienced a data breach affecting 9 residents. The compromised information included Social Security Numbers (SSNs).",2024-02-29 00:00:00,2024-02-29 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (ROKU),,0,,-2.8675,-6.8546,-2.8716,-6.9696,90.2233,16.3645,7400333.83,1097103.01,-73.8588,16932.0,ROKU,window,1,8.3574,0.4541,-0.1665,-0.105,2,2,0.0,0,0,1.0,0,0,0,1,99.0,2024-02-29,2024-02-29,6.960192,1.37473,-5.585462,2024.0,21,21,True,4841.0,48,3,0.0,2.0,Q1 (smallest),2024,-0.6798075767421157
